title,text,predict_label,true_label,result,reason
Employee Falls From Elevation And Is Killed,On july 9 2003 employee #1 of abl inc. was walking atop a plywood walkway which was supported by planking between the bottom flanges of the i-beams of a bridge deck. Apparently one of the 4-in. By 8-in. Sheets of plywood slipped off the supports and as employee #1 stepped on it fell 50 ft to the ground. Employee #1 was killed.,falls,falls,正确,"The plywood slipping off its supports represents an unstable surface failure rather than structural collapse. The walkway system itself (supports, beams) did not structurally fail; the plywood shifted due to inadequate securing or instability. This aligns with ""falls"" samples where unstable surfaces (e.g., unsecured decking) caused falls without structural failure. While ""collapse of object"" requires structural failure as the root cause (e.g., brackets/beams breaking), here the primary cause was the unstable walking surface triggering the fall."
Employee Is Killed In Fall From Beam,On may 23 2008 employee #1 an iron worker on a construction site was working from an i-beam. He was using an impact wrench to tighten bolts on the i-beam when he fell 42 feet from the beam. He sustained chest injury and was killed. He had not been using fall protection.,falls,falls,正确,"The first uncontrolled action was the fall from elevation while working on the I-beam, directly aligning with the ""falls"" category definition (slip/trip or fall from elevation not caused by structural failure). While the absence of fall protection is a contributing factor, the initial unintended action was the fall itself, consistent with the ""falls"" category��s similar samples (e.g., losing balance on a beam). The ""others"" category would apply only if the root cause were unrelated to the fall mechanics (e.g., equipment failure), which is not the case here."
Worker Demolishing Building Falls And Fractures Leg,At approximately 8:15 a.m. on july 23 2013 employee #1 of aa max quality construction a residential construction company was engaged in demolition work at a fire-damaged residential building. He climbed a step ladder and then onto a 10-foot tall wall in order to cut the fire-damaged ceiling supports. He was using a reciprocating saw. He lost his balance and fell from the wall a distance of 10 feet. Employee #1 was transported to the hospital admitted and treated for a fractured left leg. During its subsequent investigation cal/osha determined that employee #1 had not been using fall protection.,falls,falls,正确,"The accident sequence begins with the worker losing balance while cutting ceiling supports on a wall, directly causing a 10-foot fall. This aligns with the ""falls"" category definition (falls from elevation not due to structural failure). The absence of structural collapse, equipment failure, or atypical circumstances (e.g., medical emergencies or snapped ropes in the ""others"" samples) confirms the primary uncontrolled action is the fall itself. While lack of fall protection contributed, it does not override the classification of the first unintended action as a fall."
Hvac Installer Is Seriously Injured In Fall From Roof,At approximately 8:30 a.m. on october 26 2012 employee #1 of bay air systems inc. was working at a multiemployer construction site a 24 hour fitness building. He and three coworkers were on the roof and laying out huge hvac machinery. The machinery was being lifted by helicopter from the ground to the roof. According to employee #1 he was standing on the corner end of the building and looking up at the helicopter waiting for the machinery to be lowered. He moved sideways. He later reported that as he moved he felt he was stepping onto the steel cover of a 24-inch square opening in the roof. He fell through the opening to concrete below. He was transported to eden medical center in castro valley where he was admitted and treated for five days for serious injuries. His injuries included but were not limited to fractured ribs fractured collar bone and fractured spine.,falls,falls,正确,"The incident originated from the worker stepping onto an unsecured or inadequately supported steel cover, which was not inherently a structural failure of the roof itself. The fall occurred due to the absence of proper safeguards (e.g., secure cover) rather than a structural collapse (e.g., rotting decking or buckling scaffold). While the steel cover��s failure enabled the fall, the primary cause aligns with ""falls"" as defined by slips/trips or falls from elevation unrelated to structural failure. The ""collapse of object"" samples involve structural elements (e.g., dry-rotted decking, failing equipment), whereas this case centers on a fall triggered by an unprotected opening."
Employee Killed In Fall From Bridge Pier,Employee #1 was assigned to make cuts in horizontal 24 in. Wide bridge beams under metal decking with concrete fill. Using an oxy-acetylene torch he was to burn approximately 6 in. Down approximately 14 ft across and approximately 6 in. Up again for each cut. Employee #1 was working from atop a concrete pier under the bridge decking and had limited crawl space and height. He had almost completed cutting on his first beam when he apparently tripped on material that had accumulated from a small break at the edge of the concrete pier or from some related cause. He pulled on the hose and then lost his balance and footing due to slack in the crossbracing of the bridge support. Employee #1 fell from the bridge pier and was killed. It is possible that hot sparks or insects also contributed to this accident. Employee #1 was not wearing a safety belt or lanyard nor was a net furnished. There were no eyewitnesses.,falls,falls,正确,"The first uncontrolled action was the trip on accumulated material, which directly initiated the fall sequence. While safety equipment absence is noted, the principle prioritizes the initial unintended physical event (tripping/falling) over systemic failures. The ""falls"" category explicitly covers slip/trip incidents from elevation, matching the accident��s root cause. The ""others"" category applies to non-mechanical/systemic issues not directly tied to a physical fall mechanism."
Employee Is Killed In Fall From Roof,On april 18 2005 employee #1 was part of an asbestos removal crew removing the old roof from a building. It consisted of metal panels and sections of glass windows reinforced with chicken wire. Employee #1 was wearing a harness and lanyard but was not tied off. He was unscrewing the bolts of one of the panels when he stepped backward and fell through the glass to the ground below. The distance from the roof to the ground was approximately 46 feet. He was killed.,falls,falls,正确,"The first uncontrolled action was the employee stepping backward and losing balance, which directly caused the fall. While the glass panel (a structural element) failed under his weight, this failure was a consequence of the fall itself rather than an independent structural collapse. The sequence of events prioritizes the loss of footing as the initiating factor, aligning with ""falls"" definitions where structural integrity is not the root cause. The ""collapse of object"" samples involve structural failures preceding falls (e.g., scaffold collapse, broken rope), whereas here, the structural failure (glass breaking) occurred after the fall was already initiated."
Employee Is Injured In Fall Off Shear Wall,At approximately 12:30 pm. On july 12 2011 employee # 1 of harris salinas rebar inc. was repositioning himself on a shear wall on the new u.n.r. Living learning community (bld #004) reno nevada. The shear wall which was located on the northwest end of the project was approximately 40 feet in height with an excavated trench located below on the north side of the wall. Employee # 1 was working his way down the wall when he stopped to tie an area off apparently only connecting his one positioning hook and not his lanyard. Employee # 1 continued to work on the rebar when his positioning hook slid off the horizontal rebar member which had not been completely tied off at the intersection and fell to the north landing in the trench. Employee # 1 fell approximately 45 feet into the trench suffering injuries including fractured ribs.,falls,falls,正确,"The first uncontrolled action was the positioning hook sliding off the horizontal rebar due to incomplete tying, directly causing the fall from elevation. While improper safety equipment use (failing to secure the lanyard) contributed, the primary event aligns with ""falls"" as defined by slips/trips/falls from height not involving structural failure. The similar ""falls"" samples all describe falls triggered by equipment disengagement or loss of footing, whereas ""others"" samples involve atypical mechanisms (e.g., lifting injuries, rope failures unrelated to fall protection). The initial unintended action here is the fall itself, not the procedural safety violation."
Construction Worker Sustains Fractures In Fall From Roof,On february 14 2013 an employee was working for a construction firm. As he was climbing onto the roof of a single-story home to place his anchor he fell onto the flat roof of a garage below and then onto a concrete sidewalk. He sustained a serious head injury and fractured facial bones.,falls,falls,正确,"The accident sequence begins with the worker climbing onto the roof to place an anchor, followed by a fall without any indication of structural failure (e.g., roof collapse, dry rot, or instability). The ""collapse of object"" samples explicitly involve structural failures (e.g., dry rot decking, ladder failure) preceding falls, whereas this incident describes a direct fall from elevation. While ""climbing onto the roof"" might suggest instability, no structural failure is documented. The first uncontrolled action is the fall itself, aligning with the ""falls"" definition (slips/trips/falls from elevation not caused by structural failure)."
Employee Trips On Steel Pipe And Breaks Hip,On january 11 2006 employee #1 was carrying a box from the front office to the back of the building into the shop. He placed the box on the work bench and turned to return to the front office. As employee #1 was walking past the work bench he tripped over 20 to 25 pieces of 20-ft steel piping that was lying on the floor in front of the work bench. Employee #1 fell to the ground and broke his hip. He was hospitalized for 10 days.,falls,falls,正确,"The first uncontrolled action was the employee tripping over stationary steel pipes lying on the floor, directly causing the fall. While improperly placed pipes represent an environmental hazard, they were not in motion, and ""struck by moving objects"" requires an active moving object (e.g., machinery, swinging equipment). The trip itself aligns with the ""falls"" category definition (slip/trip incidents), as the injury originated from the fall, not from contact with a dynamically moving object."
Employee Injured In Fall From Elevation,"Employee #1 was working as an apprentice steel worker. Employee #1 was using a manual ""crimper"" to join 3-ft by 28-ft steel deck panels together to form a floor. Employee #2 the foreman had warned employee #1 not to work walking backward but employee #1 continued to do so. Employee #1 walked backward into an unguarded stairwell opening falling 8 ft to the concrete landing and then another 8 ft 2in. To the concrete floor. Employee #1 suffered a fractured skull and a fractured back and was hospitalized.",falls,falls,正确,"The first uncontrolled action was the employee walking backward into an unguarded stairwell opening, directly causing the fall from elevation. While ""struck by moving objects"" requires interaction with a physical object in motion, the accident originated from the worker��s loss of balance and subsequent fall��not from being struck by an external object. The similarity to ""falls"" category samples (e.g., falling through unguarded openings or due to unsafe movement) reinforces this classification. The absence of a moving object impacting the victim eliminates ""struck by moving objects"" as the initiating event."
Employee Killed In Fall From Air Shaft,At approximately 11:45 a.m. on april 18 2002 employee #1 was removing a cover called a form from an air shaft. He fell 90 ft to the bottom of the shaft and was killed. The form was constructed of two 4-by-4s and a 3-by-4 sheet of 0.75-in. Plywood. The form was secured in place with four ellis jacks.,falls,falls,正确,"The first uncontrolled action was the employee falling 90 ft while removing the form. The form itself did not structurally collapse (it was secured with Ellis jacks), and there is no evidence of structural failure triggering the fall. While ""collapse of object"" requires initiating structural failure, this accident aligns with ""falls"" as defined by unintended elevation descent during work activity, consistent with similar samples where falls occurred without structural collapse (e.g., falling through hatchways or uncovered openings)."
Employee Falls From Ladder And Is Killed,On august 25 2012 employee #1 was working from a ladder and installing a brick board. As he worked he and the ladder fell to the ground. Employee #1 struck his head on the ground and died.,falls,falls,正确,"The first uncontrolled action was the employee and ladder falling due to loss of balance/stability during work at elevation, not structural failure. ""Collapse of object"" requires structural failure (e.g., walkway collapse, broken chain) as the initiating event, while here the ladder fell *with* the worker due to motion during use, aligning with ""falls"" samples where workers lose balance on ladders. No structural defect in the ladder itself triggered the collapse."
Employee Falls Through Floor Opening  Receives Multiple Inju,On august 26 2010 employee #1 was stripping concrete forms from the underside of a roadway overpass. As he worked he fell through a floor opening in the walking way of the underdeck. He landed 20 ft below and struck the stripped material. Employee #1 sustained numerous serious injuries to his legs lower back and head. Emergency medical personnel were summoned and transported him to a medical center where he received treatment and was hospitalized.,falls,falls,正确,"The accident description specifies the worker fell through a pre-existing floor opening in the underdeck while stripping concrete forms. There is no evidence of structural failure (e.g., compromised integrity or collapse of the floor itself) preceding the fall. The opening was likely part of the worksite configuration, making the fall the first uncontrolled action. While stripping forms could theoretically destabilize the structure, the narrative does not describe structural collapse as the initiating event. The ""falls"" category aligns with similar samples where workers fell through openings or from elevation without structural failure, whereas ""collapse of object"" requires structural failure as the root cause (e.g., rotted decking breaking)."
Employee Dies In Fall Through Air Duct,Employee #1 a journeyman electrician at a construction site had been employed since august 13 1991. He left the ground floor work location to determine the reason for a power failure on the sixth floor. He fell 34 ft through an open 6 ft by 9 ft air duct shaft before reaching the sixth floor. Employee #1 died. Circumstances causing the fall remain unknown. Because work was not in progress workers were not on the mezzanine-level entry to witness the employee's fall through the air duct shaft.,falls,falls,正确,"The accident description explicitly states the employee fell through an open air duct shaft with no evidence of structural failure (e.g., collapse, dislodged components, or material degradation). The ""collapse of object"" samples consistently involve structural failures (e.g., walkway collapse, ladder detachment), while the ""falls"" samples align with unsecured openings or unprotected elevation falls. The open duct shaft here represents an unprotected hazard, not a structural failure, making ""falls"" the first uncontrolled action."
Employee Drowns After Falling From Bridge Tower,Employee #1 was working on a bridge tower that had been damaged when rammed by a ship. He was burning off bolts so that the damaged steel could be removed and replaced with new steel. Evidence reveals that he had completed the job and was moving to another position when he fell approximately 60 ft to the water. While falling employee #1 struck against the concrete counterweight rolled off the counterweight to the concrete foot of the tower and then bounced off the footing and fell onto the fender system from which he fell feet first into the water. The weight of his safety belt kept him under water and he drowned. He was not wearing a life vest.,falls,falls,正确,"The first uncontrolled action was the fall from elevation during positional movement on the bridge tower. While drowning (categorized under ""others"") caused the fatality, the principle mandates labeling the initial unintended event. The fall directly triggered the sequence of impacts and submersion, aligning with ""falls"" category samples where falls precede fatal outcomes (e.g., drowning). ""Others"" applies only when no prior category-specific action (like a fall) initiates the accident."
Drywall Installer Falls From Scissor Lift And Injures Head,On may 7 2013 employee #1 employed by a drywall contractor was working at a commercial warehouse building. He was working as a drywall taper spotting screws in the drywall in the main area of the warehouse from his position on a scissor lift (aerial lift). Employee #1 fell to the concrete floor of that working level. Coworker #1 employed by an electrical subcontractor also working at the facility found employee #1 lying prone unconscious and bleeding from a laceration on his forehead. Emergency services were called and the fullerton fire department responded. Employee #1 was transported to university of california irvine medical center (uci) where he was admitted for observation and treatment of a head injury. The fullerton fire department reported this event to cal/osha on may 7 2013. Cal/osha's subsequent investigation determined that there were no witnesses to employee #1's fall. In addition employee #1 did not respond to attempts to be interviewed. The investigation did establish that work at the site began at 6:00 a.m. on may 7 2013 and that the workers all took their lunch break at 10:30 a.m. after the lunch break employee #1 continued with his assigned work and was alone on one side of the facility for approximately 20 minutes before he was found on the floor at approximately 12:24 p.m. by coworker #1 the subcontractor. When found employee #1 was lying on the floor approximately 6 feet away from the scissor lift which was in the down and stowed position. Employee #1 had worked as a drywall finisher for more than 11 years and had been a member of the drywall finishers regional local union 1136 since 2001. He was certified as an aerial lift power user and had received other specialized training related to his work from the union as well as site specific safety training from the employer.,falls,falls,正确,"The accident explicitly describes a fall from an elevated scissor lift, which aligns with the ""falls"" category definition (""falling from elevation but not due to structural failure""). While the root cause (e.g., medical event) remains unconfirmed, the first uncontrolled action is the fall itself - a physical descent from height. The ""others"" category samples involve non-fall mechanisms like cardiac arrests or rope failures with ejection, neither of which match the narrative. The lack of explicit slip/trip details does not negate the fall mechanism, as multiple ""falls"" samples (e.g., ladder falls without explicit triggers) demonstrate this category accommodates unexplained falls from elevation."
Employee Injures Back In Fall From Steel Structure,On may 31 2005 employee #1 was performing bolting functions on a steel structure when he slipped and fell 12 ft. He landed on an uneven foundation and suffered major back injuries. Employee #1 was wearing fall protection but was not connected at the time of the incident as he was moving his fall protection gear to another section. He was hospitalized.,falls,falls,正确,"The first uncontrolled action was the slip and fall from the steel structure, which directly aligns with the ""falls"" category definition (slips/trips/falls from elevation not caused by structural failure). While procedural failure (not being connected to fall protection) contributed to the severity, the initiating event was the fall itself. The ""others"" category samples involve non-fall scenarios (e.g., equipment malfunctions, rope snaps) or ambiguous mechanisms, whereas all three ""falls"" reference samples explicitly describe falls from height due to slips/trips or loss of balance. The principle of labeling the first unintended action prioritizes the physical fall over procedural lapses."
Employee Injured In Fall With Roller,Employee #1 a co-owner of intercoastal concrete was operating a bomag sheep's foot vibratory roller concrete tamping machine to compact the soil in the driveway of a hillside lot prior to pouring the driveway. He was walking the machine backward when he fell off a 7 ft grade drop. The machine fell on top of him. Employee #1 suffered two broken femurs (compound fracture of the left) and groin and back injuries.,falls,falls,正确,"The first uncontrolled action was the employee falling off the 7 ft grade drop while operating the roller. This fall directly initiated the accident sequence (loss of control over the machine), and the machine subsequently striking the worker was a consequence of the fall. ""Falls"" aligns with the principle of labeling the initial unintended action (the fall from elevation), whereas ""struck by moving objects"" describes a secondary event caused by the fall. The machine��s motion was not independent (it fell due to the operator��s loss of control), distinguishing it from cases where moving equipment directly causes injury without prior loss of bodily control."
Employee Is Burned By Hot Rubber Sealant,On april 24 2009 employee #1 a roofer was carrying two five-gallon buckets of hot rubber sealant which was being used to coat the second floor. Employee # 1 reached the second floor and proceeded to walk on freshly applied rubber sealant. Both of his feet stuck to the surface and he lost his balance. The hot rubber sealant that he was carrying splashed from the buckets onto his body resulting in serious burns to his head and upper torso. His employer called for emergency medical assistance immediately and employee # 1 was transported by ambulance to a nearby medical center for treatment. He was then transferred to the st. francis memorial hospital burn center where he was hospitalized and received further treatment for his injuries.,exposure to extreme temperatures,falls,错误,"The first uncontrolled action was the hot rubber sealant (a high-temperature liquid) splashing onto the employee due to loss of balance, causing thermal burns. While the sealant is a chemical material, the injury mechanism was explicitly thermal (""serious burns""), not toxic/corrosive. This aligns with ""exposure to extreme temperatures"" samples involving hot asphalt/tar burns. The ""chemical substances"" category requires harm from chemical toxicity/corrosiveness, which is absent here."
Employee Killed In Fall From Communications Tower,On june 7 2007 employee #1 age 19 was part of a crew installing reinforcing bars on the sides of a monopole cellular tower. Employee #1 was at a height of approximately 108 ft installing rigging equipment so the reinforcing materials could be hoisted to that level. When he climbed the tower his safety harness was connected to a cable lifeline that was equipped with a cable sliding device. Once employee #1 reached his working level he disconnected from the cable lifeline to reposition himself on the other side of the tower. On the front of his safety harness he had a pelican hook device that was used for positioning. Employee #1 also had a safety lanyard that was connected to the back of his safety harness. On the other end of the lanyard there was a rope grab device even though a rope lifeline had not yet been installed on the tower. Employee #1 apparently connected the pelican hook to the tower as he was observed from the ground leaning back on his harness and using both of his hands to move material. It is not known if the pelican hook came loose when employee #1 connected it to one of the climbing pegs on the tower or if he disconnected his hook to reposition himself. Employee #1 fell from the tower landing on the roof of a nearby building. He sustained multiple fractures lacerations and contusions to his head neck torso and extremities and died at the work site. The medical examiner's report listed the cause of death as multiple blunt force injuries. The report also stated that employee #1 had a high level of ethanol in his blood (0.13 percent) and vitreous (0.16 percent) as well as cannabinoids and nordiazepam. His coworkers admitted that they had drank alcohol the previous night until around midnight but all denied that they drank or consumed drugs on the day of the accident.,falls,falls,正确,"The first uncontrolled action was Employee #1 disconnecting from the cable lifeline and relying on a non-functional rope grab device while repositioning, directly triggering the fall. This aligns with ""falls"" (disconnected safety equipment leading to a fall from elevation) rather than ""others,"" as the root cause centers on improper fall protection use during work at height, consistent with the ""falls"" definition and its similar samples (e.g., disconnected lanyards). While procedural failures occurred, the initial unintended action was the fall itself, not a systemic equipment malfunction or external hazard."
Employee Injured In Fall Descending Utility Pole,On january 24 2007 employee #1 a technician with comcast sacramento llc and a coworker arrived at a utility pole to disconnect a cable connection. After securing the surrounding area they inspected the pole and employee #1 donned his ppe. Using fixed steps he climbed the pole to the cable connection and then descended to adjust his climbing belt. Employee #1 went back up but was not comfortable working from the pole and he started to come down again. He was reaching for a step with his right hand when he accidentally grabbed foliage from a tree that surrounded the bottom portion of the pole. Employee #1 lost his balance and fell to the roadway. He suffered multiple pelvic fractures and a hairline fracture of his right wrist. The fire department responded and transported employee #1 to the uc-davis medical center in sacramento ca. He was released from the hospital on january 31 2007.,falls,falls,正确,"The first uncontrolled action was the loss of balance due to grabbing foliage, which directly precipitated the fall. While the foliage interaction is an environmental factor, the accident sequence (loss of balance �� fall from elevation) aligns with the ""falls"" category definition, which includes slips/trips and falls from non-structural causes. The ""others"" category applies to atypical mechanisms (e.g., equipment failure, vehicular accidents), but here the core event��uncontrolled descent due to loss of footing��matches ""falls"" precedents where slips/trips trigger falls, even with environmental contributors."
Carpenter Is Killed In Fall,On june 2 2005 employee #1 a framing carpentry foreman fell approximately 21 ft from the unprotected edge of third-story floor joists while attempting to set a structural beam. He was killed.,falls,falls,正确,"The accident description explicitly states the worker fell from an unprotected edge while setting a structural beam, with no mention of structural failure (e.g., joists collapsing) preceding the fall. The ""collapse of object"" category requires structural failure as the initiating event, but the samples for this category (e.g., scaffold weld failure, floor collapse due to removed bracing) all demonstrate structural breakdown as the root cause. Here, the first uncontrolled action was the fall itself due to lack of fall protection, aligning with ""falls"" samples where falls occurred from unprotected edges without structural precursors."
Alarm System Estimator Sustains Fractures In Fall From Attic,At approximately 11:45 a.m. on april 2 2013 employee #1 was working as a salesman for a firm that installed fire and burglar alarms. He was working at a church in clovis ca. He was walking along some attic rafters gathering information for a cost estimate and a bid when he fell and struck the floor 30 feet (9.1 meters) below. He sustained several fractures.,falls,falls,正确,"The first uncontrolled action is the fall from attic rafters (elevation) while walking, directly causing fractures. This aligns with the ""falls"" category definition (slips/trips or falls from elevation without structural failure). While the context (salesman in an attic) differs from typical ""falls"" samples (e.g., roofing/ladder work), the core mechanism��uncontrolled descent from height��matches the category. The ""others"" samples involve secondary triggers (e.g., rope failure, medical events), which are absent here. The principle of labeling the first unintended action prioritizes the fall itself over the non-traditional work setting."
Employee Falls Down Shaft  Suffers Contusions,At approximately 12:40 p.m. on august 9 2008 employee #1 was planting a tree near an opening. The tree needed to be planted at a small area near a wall and next to an opening. Employee #1 tried to gain access and went under caution tape and stepped onto a board used to cover an opening 22-ft by 3-ft 5-in. And 15-ft 4-in. Deep. The opening was an intake air shaft for the generator. The board did not support his weight and he fell to the bottom of the shaft. Employee #1 sustained contusions to his right hip left elbow and right palm. Employee #1 was hospitalized for approximately eight hours.,falls,falls,正确,"The board covering the shaft failed due to inadequate support for the employee��s weight, but this failure is not a structural collapse of a building component (e.g., roof, wall, deck). The primary cause is the fall triggered by the unstable surface (board), aligning with ""falls"" samples where workers fell due to unsecured materials (e.g., plywood flipping). ""Collapse of object"" requires structural failure as the root cause, which is absent here (the board served as a temporary cover, not a structural element). The injury mechanism (fall) directly stems from the unstable surface, not a structural collapse."
Employee Fractures Spine In Fall From Deck,On july 5 2013 employee #1 a carpenter was working at the perimeter of a deck to replace the temporary railing with a finish railing. The temporary railing was removed. The employee lost his balance and fell approximately 11 ft striking his back on the ground. A coworker called emergency rescue services and employee #1 was taken by ambulance to the san francisco general hospital. Employee #1 was treated for three fractures on his spine. Employee #1 was hospitalized for six days.,falls,falls,正确,"The first uncontrolled action was the employee losing balance, directly causing the fall. While the temporary railing��s removal preceded the fall, it was a planned work activity (replacing railings), not an unintended structural failure. The ""collapse of object"" category requires structural failure (e.g., deck collapse, beam failure) as the initiating event. Here, no structural collapse occurred��the fall resulted from loss of balance, aligning with ""falls"" samples where slips/trips or balance loss triggered the accident."
Worker Falls When Hatch Door Opens  Fractures Leg And Wrist,At approximately 2:30 p.m. on september 27 2012 employee #1 and coworkers of valley fire & security alarms inc. were working in a commercial building. They were installing low voltage electrical cable part of a fire alarm system installation for a new tenant space. This work involved accessing an elevated service attic corridor. Employee #1 and coworkers entered the service attic corridor via an extension ladder. Coworker #1 spooled out the cable as employee #1 walked the cable down the corridor attaching it along the wall as he went. Employee #1 stepped away from the wall to determine the appropriate route for running the cable across the service corridor and down into the tenant space. Employee #1 stepped onto a closed hatch door in the service corridor floor. The hatch door opened downward and the employee fell approximately 13 feet feet first to the ground below. Emergency responders transported employee #1 to mercy hospital folsom ca. He was initially treated and then admitted for a total of three days hospitalization. He underwent surgery for a fracture to the right leg fibula tibula and ankle and a fracture to the right wrist. At the time of this report the employee had undergone two additional inpatient surgeries subsequent to the initial hospitalization and he was receiving in-home health care support for ongoing treatment.,falls,falls,正确,"The incident occurred when the employee stepped onto a closed hatch door that unexpectedly opened, leading to a fall. While the hatch door��s movement might suggest structural failure, the event aligns with ""falls"" as defined by a loss of balance/contact (stepping onto an unsecured surface) rather than structural collapse. The ""collapse of object"" examples involve structural components (scaffolds, ladders) failing independently, whereas here, the hatch door��s opening was directly triggered by the worker��s action, resembling unsecured surface hazards in the ""falls"" samples (e.g., unsecured plywood). Thus, the primary cause is the fall mechanism, not structural failure."
Employee Is Killed In Fall Off Tower,At approximately 10:00 a.m. on august 11 2011 several employees were tasked with dismantling an anderson m-46 100-ft cellular tower that was no longer needed. This tower was located on the south side of image road between highway 11 and inman road. The tower was assembled using five 20-ft triangular sections with saddles bolted to the legs to attach one section to the next making the tower progressively taller. There was a triangular platform on top of the tower housing the cellular antennas. After the antenna platform had been removed three of the employees climbed the faces of the tower to approximately 80 feet to unbolt the top section of the tower for removal by a truck mounted crane. Employee #1 fell from the tower 80 feet to the ground below. Emergency medical services were notified and arrived within minutes. Employee #1 was alive but unresponsive. He was transported by air ambulance to university hospital where he died shortly after arrival.,falls,falls,正确,"The first uncontrolled action was the fall from elevation during dismantling work. While unbolting the tower section was part of the process, the text does not explicitly describe structural failure (e.g., tower section dislodging/collapsing) preceding the fall. The ""collapse of object"" samples involve structural failures (e.g., ladder dislodged, wire rope broke) directly causing falls, whereas here the fall itself is the initiating event, consistent with ""falls"" category definitions and similar samples."
Worker Falls From Ladder And Sustains Multiple Injuries,On june 19 2013 employee #1 of source refrigeration & hvac inc. was working on a roof at the grocery outlet. As he exited the roof onto a ladder he lost his grip on the ladder. He fell 10 feet to the ground. Then the ladder fell on top of him. Emergency services were called. Employee #1 was transported to the hospital. He was admitted and treated for a concussion to the right side of his head a fracture of the right ankle and a fracture of the lower right leg.,falls,falls,正确,"The first uncontrolled action was the worker losing his grip and falling from the ladder (a fall from elevation), which directly initiated the accident sequence. While the ladder subsequently fell and struck him, this was a secondary consequence of the initial fall. The ""falls"" category explicitly covers elevation-related falls not caused by structural failure, aligning with the principle of labeling the earliest unintended action."
Employee Falls Onto Rocks And Dies,An employee was building a form on a bridge over the buckatunna creek in buckatunna mi. The form was the connection point for the inner concrete beams of the bridge. He fell 11 feet 8 inches into the riprap below and died.,falls,falls,正确,"The text explicitly describes a fall from elevation (11 feet 8 inches) without evidence of structural failure initiating the event. The form being built is described as a connection point for beams, but no structural collapse or failure of the form itself is mentioned. The ""collapse of object"" samples involve clear structural failures (e.g., walkway giving way, trench wall collapsing), whereas here the uncontrolled action is the fall itself. This aligns with the ""falls"" category definition and its similar samples, which prioritize labeling the first unintended action (the fall) rather than inferring unstated structural failure."
Employee Is Injured In Fall From Rebar Cage,At or about 9:30 a.m. on june 18 2012 an iron worker was walking on top of a grade beam rebar cage to move rebar. The employee lost his balance. The employee tried prevent himself from falling so he grab at one of the rebar but missed it. The employee fell from the grade beam into an adjacent excavation. The employee sustained a fracture of his right leg and was hospitalized.,falls,falls,正确,"The accident��s first uncontrolled action was the employee losing balance while walking on the rebar cage, directly triggering the fall. This aligns with the ""falls"" category definition (slip/trip/fall from elevation without structural failure). The ""others"" category samples involve non-fall mechanisms (e.g., rope snap, equipment shift), whereas this scenario matches the ""falls"" samples where balance loss precedes injury. Structural integrity was not compromised, eliminating ""collapse of object"" considerations."
Employee Is Injured In Fall Through Hole In Floor,On january 7 2012 employee # 1 a 22-year- old male was working as a general laborer at a multi-employer worksite. Employee # 1 picked up a 4-ft by 8-ft sheet of plywood that had been placed over the floor opening. As he stepped forward with the plywood in front of him he fell through a 42-inch by 72-inch floor opening 12-ft down to the floor below. The plywood was not secured or marked to identify the fall hazard that it was covering. Employee # 1 sustained fractures to four transverse vertebrae. Employee #1 was transported to the hospital and was hospitalized for three days. The accident was reported to the division by the fire department.,falls,falls,正确,"The first uncontrolled action was the employee falling through an unsecured floor opening from elevation, which directly aligns with the ""falls"" category definition (falls from elevation not due to structural failure). While the unsecured plywood reflects a safety violation, the principle mandates labeling the **first unintended action** (the fall itself), not the pre-existing hazard. Similar ""falls"" samples involve falls through unmarked/unsecured openings, whereas ""others"" samples involve non-fall events (e.g., heart attacks, equipment failures). The fall here is the initiating event, not a residual consequence of broader violations."
Worker Falls Through Skylight And Is Killed,At approximately 6:00 p.m. on april 3 2012 employee #1 was working for a plumbing heating and air conditioning contractor. The incident occurred at a retail store distribution warehouse. Employee #1 was a full-time permanent employee of the employer. He was not an employee of the retail distribution center. Employee #1 was conducting the startup procedures for a roof-mounted condenser unit. He was on the west side of the condenser unit. The condenser unit was 89 inches (2.26 meters) east of a skylight that was covered with acrylic plastic such as plexiglas. According to a witness employee #1 was facing east and talking on his cell phone. He stood up and took a step or two backwards. He then appeared to stumble or trip on his foot and fall backwards onto the skylight breaking the acrylic plastic or plexiglas cover. He fell approximately 39 feet (11.9 meters) to the concrete floor below. Employee #1 received blunt force trauma injuries to multiple parts of his body and he was killed. The causal factors were that employee #1 was not wearing a fall protection device that was appropriately secured and that the skylight was not guarded or protected.,falls,falls,正确,"The first uncontrolled action was the worker stumbling/tripping while stepping backward, directly causing the fall through the skylight. While the unguarded skylight contributed to the severity, the initiating event��a slip/trip leading to a fall from elevation��aligns with the ""falls"" category definition. The ""others"" category applies to hazards not covered by specific classes, but here the root cause (loss of balance/fall) is explicitly defined under ""falls"", as demonstrated by the similar samples where falls through skylights due to tripping/missteps are classified as ""falls""."
Employee Fell 18 Feet While Erecting A Steel Beam,On january 24 2002 employee #1 a connector fell approximately 18.5 feet during a steel erection process while trying to make connection. He was wearing the appropriate fall protection equipment but the equipment was not tied off at the time of the accident. He died at the scene.,falls,falls,正确,"The first uncontrolled action was the fall itself during the steel erection process, which directly aligns with the ""falls"" category definition (fall from elevation not caused by structural failure). While the procedural failure (untied equipment) contributed to the severity, the initiating event was the fall, consistent with the ""falls"" category samples where falls occurred due to lanyard disengagement or improper tie-off. The ""others"" category applies to non-fall scenarios (e.g., equipment snap, medical collapse) or cascading consequences, which are not the root cause here."
