title,text,predicted_label1,predicted_label2,true_label,result,confusion_point
Employee Dies In Fall Through Air Duct,Employee #1 a journeyman electrician at a construction site had been employed since august 13 1991. He left the ground floor work location to determine the reason for a power failure on the sixth floor. He fell 34 ft through an open 6 ft by 9 ft air duct shaft before reaching the sixth floor. Employee #1 died. Circumstances causing the fall remain unknown. Because work was not in progress workers were not on the mezzanine-level entry to witness the employee's fall through the air duct shaft.,falls,collapse of object,falls,正确,"The text might be classified as falls because the employee fell through an open air duct shaft, which aligns with slips/trips or falls from elevation not involving structural failure; it might also be classified as collapse of object if the open duct is interpreted as a structural failure (e.g., an unsecured or improperly maintained shaft opening) that preceded the fall."
Employee Drowns After Falling From Bridge Tower,Employee #1 was working on a bridge tower that had been damaged when rammed by a ship. He was burning off bolts so that the damaged steel could be removed and replaced with new steel. Evidence reveals that he had completed the job and was moving to another position when he fell approximately 60 ft to the water. While falling employee #1 struck against the concrete counterweight rolled off the counterweight to the concrete foot of the tower and then bounced off the footing and fell onto the fender system from which he fell feet first into the water. The weight of his safety belt kept him under water and he drowned. He was not wearing a life vest.,falls,others,falls,正确,"The text might be classified as falls because the initial event was a fall from elevation caused by losing balance or positional change; it might also be classified as others because the fatality resulted from drowning (not directly from fall trauma), and the ""others"" category accommodates drowning when no other specific cause (e.g., structural failure, traffic) applies."
Drywall Installer Falls From Scissor Lift And Injures Head,On may 7 2013 employee #1 employed by a drywall contractor was working at a commercial warehouse building. He was working as a drywall taper spotting screws in the drywall in the main area of the warehouse from his position on a scissor lift (aerial lift). Employee #1 fell to the concrete floor of that working level. Coworker #1 employed by an electrical subcontractor also working at the facility found employee #1 lying prone unconscious and bleeding from a laceration on his forehead. Emergency services were called and the fullerton fire department responded. Employee #1 was transported to university of california irvine medical center (uci) where he was admitted for observation and treatment of a head injury. The fullerton fire department reported this event to cal/osha on may 7 2013. Cal/osha's subsequent investigation determined that there were no witnesses to employee #1's fall. In addition employee #1 did not respond to attempts to be interviewed. The investigation did establish that work at the site began at 6:00 a.m. on may 7 2013 and that the workers all took their lunch break at 10:30 a.m. after the lunch break employee #1 continued with his assigned work and was alone on one side of the facility for approximately 20 minutes before he was found on the floor at approximately 12:24 p.m. by coworker #1 the subcontractor. When found employee #1 was lying on the floor approximately 6 feet away from the scissor lift which was in the down and stowed position. Employee #1 had worked as a drywall finisher for more than 11 years and had been a member of the drywall finishers regional local union 1136 since 2001. He was certified as an aerial lift power user and had received other specialized training related to his work from the union as well as site specific safety training from the employer.,falls,others,falls,正确,"The text might be classified as falls because the worker fell from an elevated scissor lift, which aligns with falls from elevation not caused by structural failure; it might also be classified as others because the narrative does not explicitly identify a slip, trip, or loss of balance (common in ""falls"" samples) and leaves the root cause ambiguous (e.g., potential medical event or unexplained loss of consciousness)."
Employee Injures Back In Fall From Steel Structure,On may 31 2005 employee #1 was performing bolting functions on a steel structure when he slipped and fell 12 ft. He landed on an uneven foundation and suffered major back injuries. Employee #1 was wearing fall protection but was not connected at the time of the incident as he was moving his fall protection gear to another section. He was hospitalized.,falls,others,falls,正确,"The text might be classified as falls because the worker slipped and fell from elevation, directly aligning with slip/trip incidents not caused by structural failure; it might also be classified as others because the fall occurred due to procedural failure (not being connected to fall protection while moving gear), which could be interpreted as a non-standard scenario outside typical slip/trip definitions."
Employee Injured In Fall With Roller,Employee #1 a co-owner of intercoastal concrete was operating a bomag sheep's foot vibratory roller concrete tamping machine to compact the soil in the driveway of a hillside lot prior to pouring the driveway. He was walking the machine backward when he fell off a 7 ft grade drop. The machine fell on top of him. Employee #1 suffered two broken femurs (compound fracture of the left) and groin and back injuries.,falls,struck by moving objects,falls,正确,"The text might be classified as falls because the employee fell from a 7 ft grade drop while operating the machine, which aligns with slip/trip or elevation fall definitions; it might also be classified as struck by moving objects because the machine itself (a moving object) fell and struck the employee after the initial fall, resembling cases where equipment motion directly causes injury."
Employee Is Burned By Hot Rubber Sealant,On april 24 2009 employee #1 a roofer was carrying two five-gallon buckets of hot rubber sealant which was being used to coat the second floor. Employee # 1 reached the second floor and proceeded to walk on freshly applied rubber sealant. Both of his feet stuck to the surface and he lost his balance. The hot rubber sealant that he was carrying splashed from the buckets onto his body resulting in serious burns to his head and upper torso. His employer called for emergency medical assistance immediately and employee # 1 was transported by ambulance to a nearby medical center for treatment. He was then transferred to the st. francis memorial hospital burn center where he was hospitalized and received further treatment for his injuries.,exposure to extreme temperatures,exposure to chemical substances,falls,错误,"The text might be classified as exposure to extreme temperatures because the burns resulted from contact with hot rubber sealant, a high-temperature liquid ; it might also be classified as exposure to chemical substances because the sealant is a chemical material that caused injury upon contact, even though the primary harm mechanism was thermal rather than toxic/corrosive."
Employee Killed In Fall From Communications Tower,On june 7 2007 employee #1 age 19 was part of a crew installing reinforcing bars on the sides of a monopole cellular tower. Employee #1 was at a height of approximately 108 ft installing rigging equipment so the reinforcing materials could be hoisted to that level. When he climbed the tower his safety harness was connected to a cable lifeline that was equipped with a cable sliding device. Once employee #1 reached his working level he disconnected from the cable lifeline to reposition himself on the other side of the tower. On the front of his safety harness he had a pelican hook device that was used for positioning. Employee #1 also had a safety lanyard that was connected to the back of his safety harness. On the other end of the lanyard there was a rope grab device even though a rope lifeline had not yet been installed on the tower. Employee #1 apparently connected the pelican hook to the tower as he was observed from the ground leaning back on his harness and using both of his hands to move material. It is not known if the pelican hook came loose when employee #1 connected it to one of the climbing pegs on the tower or if he disconnected his hook to reposition himself. Employee #1 fell from the tower landing on the roof of a nearby building. He sustained multiple fractures lacerations and contusions to his head neck torso and extremities and died at the work site. The medical examiner's report listed the cause of death as multiple blunt force injuries. The report also stated that employee #1 had a high level of ethanol in his blood (0.13 percent) and vitreous (0.16 percent) as well as cannabinoids and nordiazepam. His coworkers admitted that they had drank alcohol the previous night until around midnight but all denied that they drank or consumed drugs on the day of the accident.,falls,others,falls,正确,"The text might be classified as falls because the employee fell from an elevation due to disconnecting from safety equipment, which directly aligns with falls-from-height incidents; it might also be classified as others because the root cause involves improper use of safety systems (e.g., uninstalled rope lifeline, reliance on a non-functional rope grab) that do not fit other specific categories, reflecting procedural failures rather than a simple slip/trip or structural collapse."
Employee Injured In Fall Descending Utility Pole,On january 24 2007 employee #1 a technician with comcast sacramento llc and a coworker arrived at a utility pole to disconnect a cable connection. After securing the surrounding area they inspected the pole and employee #1 donned his ppe. Using fixed steps he climbed the pole to the cable connection and then descended to adjust his climbing belt. Employee #1 went back up but was not comfortable working from the pole and he started to come down again. He was reaching for a step with his right hand when he accidentally grabbed foliage from a tree that surrounded the bottom portion of the pole. Employee #1 lost his balance and fell to the roadway. He suffered multiple pelvic fractures and a hairline fracture of his right wrist. The fire department responded and transported employee #1 to the uc-davis medical center in sacramento ca. He was released from the hospital on january 31 2007.,falls,others,falls,正确,"The text might be classified as falls because the employee fell from elevation after losing balance while descending the pole, aligning with slip/trip incidents; it might also be classified as others because the fall was directly triggered by an uncontrolled action (grabbing foliage) unrelated to structural failure or typical slip hazards, resembling atypical environmental interactions categorized under ""others""."
Carpenter Is Killed In Fall,On june 2 2005 employee #1 a framing carpentry foreman fell approximately 21 ft from the unprotected edge of third-story floor joists while attempting to set a structural beam. He was killed.,falls,collapse of object,falls,正确,"The text might be classified as falls because the employee fell from an unprotected edge without explicit structural failure; it might also be classified as collapse of object because the act of ""setting a structural beam"" could imply potential structural instability or failure of the floor joists, leading to misinterpretation of the fall as a result of collapsing components."
Alarm System Estimator Sustains Fractures In Fall From Attic,At approximately 11:45 a.m. on april 2 2013 employee #1 was working as a salesman for a firm that installed fire and burglar alarms. He was working at a church in clovis ca. He was walking along some attic rafters gathering information for a cost estimate and a bid when he fell and struck the floor 30 feet (9.1 meters) below. He sustained several fractures.,falls,others,falls,正确,"The text might be classified as falls because the employee fell from an elevated height (attic rafters) and sustained fractures, aligning with slip/trip or elevation-related falls; it might also be classified as others because the fall occurred during non-traditional construction activity (salesman gathering cost estimates in an attic), which lacks explicit structural failure or equipment involvement typically seen in ""falls"" category samples."
Employee Falls Down Shaft  Suffers Contusions,At approximately 12:40 p.m. on august 9 2008 employee #1 was planting a tree near an opening. The tree needed to be planted at a small area near a wall and next to an opening. Employee #1 tried to gain access and went under caution tape and stepped onto a board used to cover an opening 22-ft by 3-ft 5-in. And 15-ft 4-in. Deep. The opening was an intake air shaft for the generator. The board did not support his weight and he fell to the bottom of the shaft. Employee #1 sustained contusions to his right hip left elbow and right palm. Employee #1 was hospitalized for approximately eight hours.,falls,collapse of object,falls,正确,"The text might be classified as falls because the employee fell into the shaft after the board failed, emphasizing the victim’s uncontrolled descent; it might also be classified as collapse of object because the board covering the shaft (a structural or protective element) failed first, initiating the accident sequence, aligning with structural failure definitions."
Employee Fractures Spine In Fall From Deck,On july 5 2013 employee #1 a carpenter was working at the perimeter of a deck to replace the temporary railing with a finish railing. The temporary railing was removed. The employee lost his balance and fell approximately 11 ft striking his back on the ground. A coworker called emergency rescue services and employee #1 was taken by ambulance to the san francisco general hospital. Employee #1 was treated for three fractures on his spine. Employee #1 was hospitalized for six days.,falls,collapse of object,falls,正确,"The text might be classified as falls because the employee fell from elevation after losing balance; it might also be classified as collapse of object because the removal of the temporary railing (a structural safety component) could be interpreted as a structural failure that preceded the fall, aligning with the ""collapse of object"" definition emphasizing initiating structural events."
Worker Falls When Hatch Door Opens  Fractures Leg And Wrist,At approximately 2:30 p.m. on september 27 2012 employee #1 and coworkers of valley fire & security alarms inc. were working in a commercial building. They were installing low voltage electrical cable part of a fire alarm system installation for a new tenant space. This work involved accessing an elevated service attic corridor. Employee #1 and coworkers entered the service attic corridor via an extension ladder. Coworker #1 spooled out the cable as employee #1 walked the cable down the corridor attaching it along the wall as he went. Employee #1 stepped away from the wall to determine the appropriate route for running the cable across the service corridor and down into the tenant space. Employee #1 stepped onto a closed hatch door in the service corridor floor. The hatch door opened downward and the employee fell approximately 13 feet feet first to the ground below. Emergency responders transported employee #1 to mercy hospital folsom ca. He was initially treated and then admitted for a total of three days hospitalization. He underwent surgery for a fracture to the right leg fibula tibula and ankle and a fracture to the right wrist. At the time of this report the employee had undergone two additional inpatient surgeries subsequent to the initial hospitalization and he was receiving in-home health care support for ongoing treatment.,falls,collapse of object,falls,正确,"The text might be classified as falls because the worker fell from an elevation due to losing balance/contact with the surface; it might also be classified as collapse of object because the hatch door itself (a structural element) unexpectedly opened downward, constituting an uncontrolled structural failure that initiated the accident sequence."
Employee Is Killed In Fall Off Tower,At approximately 10:00 a.m. on august 11 2011 several employees were tasked with dismantling an anderson m-46 100-ft cellular tower that was no longer needed. This tower was located on the south side of image road between highway 11 and inman road. The tower was assembled using five 20-ft triangular sections with saddles bolted to the legs to attach one section to the next making the tower progressively taller. There was a triangular platform on top of the tower housing the cellular antennas. After the antenna platform had been removed three of the employees climbed the faces of the tower to approximately 80 feet to unbolt the top section of the tower for removal by a truck mounted crane. Employee #1 fell from the tower 80 feet to the ground below. Emergency medical services were notified and arrived within minutes. Employee #1 was alive but unresponsive. He was transported by air ambulance to university hospital where he died shortly after arrival.,falls,collapse of object,falls,正确,"The text might be classified as falls because the employee fell from elevation during dismantling work, aligning with slips/trips or unprotected falls from height; it might also be classified as collapse of object because the act of unbolting the tower section could imply structural destabilization (e.g., dislodging a section) as the first uncontrolled action, similar to the ""ladder dislodged"" sample in collapse of object."
Worker Falls From Ladder And Sustains Multiple Injuries,On june 19 2013 employee #1 of source refrigeration & hvac inc. was working on a roof at the grocery outlet. As he exited the roof onto a ladder he lost his grip on the ladder. He fell 10 feet to the ground. Then the ladder fell on top of him. Emergency services were called. Employee #1 was transported to the hospital. He was admitted and treated for a concussion to the right side of his head a fracture of the right ankle and a fracture of the lower right leg.,falls,struck by falling object,falls,正确,"The text might be classified as falls because the worker initially lost his grip and fell from the ladder, which aligns with the definition of falls involving slips/trips or elevation drops; it might also be classified as struck by falling object because the ladder subsequently fell and struck him, creating a secondary uncontrolled event involving a free-falling object."
Employee Falls Onto Rocks And Dies,An employee was building a form on a bridge over the buckatunna creek in buckatunna mi. The form was the connection point for the inner concrete beams of the bridge. He fell 11 feet 8 inches into the riprap below and died.,falls,collapse of object,falls,正确,"The text might be classified as falls because the employee fell from an elevation without explicit mention of structural failure; it might also be classified as collapse of object if the form being built (as a structural component) failed, initiating the fall."
Employee Is Injured In Fall From Rebar Cage,At or about 9:30 a.m. on june 18 2012 an iron worker was walking on top of a grade beam rebar cage to move rebar. The employee lost his balance. The employee tried prevent himself from falling so he grab at one of the rebar but missed it. The employee fell from the grade beam into an adjacent excavation. The employee sustained a fracture of his right leg and was hospitalized.,falls,others,falls,正确,"The text might be classified as falls because the employee fell from elevation after losing balance, aligning with slip/trip/fall definitions; it might also be classified as others because the fall occurred while working on a rebar cage (a non-collapsed structure), and the event lacks explicit slip/trip triggers, resembling atypical fall scenarios grouped under ""others."""
Employee Is Injured In Fall Through Hole In Floor,On january 7 2012 employee # 1 a 22-year- old male was working as a general laborer at a multi-employer worksite. Employee # 1 picked up a 4-ft by 8-ft sheet of plywood that had been placed over the floor opening. As he stepped forward with the plywood in front of him he fell through a 42-inch by 72-inch floor opening 12-ft down to the floor below. The plywood was not secured or marked to identify the fall hazard that it was covering. Employee # 1 sustained fractures to four transverse vertebrae. Employee #1 was transported to the hospital and was hospitalized for three days. The accident was reported to the division by the fire department.,falls,others,falls,正确,"The text might be classified as falls because the employee fell through an unsecured floor opening from elevation, which aligns with slip/trip or elevation fall scenarios; it might also be classified as others because the root cause—failure to secure/mark the floor opening—reflects a broader safety violation not explicitly tied to structural failure, elevation mechanics, or external objects, fitting the residual ""others"" category."
Worker Falls Through Skylight And Is Killed,At approximately 6:00 p.m. on april 3 2012 employee #1 was working for a plumbing heating and air conditioning contractor. The incident occurred at a retail store distribution warehouse. Employee #1 was a full-time permanent employee of the employer. He was not an employee of the retail distribution center. Employee #1 was conducting the startup procedures for a roof-mounted condenser unit. He was on the west side of the condenser unit. The condenser unit was 89 inches (2.26 meters) east of a skylight that was covered with acrylic plastic such as plexiglas. According to a witness employee #1 was facing east and talking on his cell phone. He stood up and took a step or two backwards. He then appeared to stumble or trip on his foot and fall backwards onto the skylight breaking the acrylic plastic or plexiglas cover. He fell approximately 39 feet (11.9 meters) to the concrete floor below. Employee #1 received blunt force trauma injuries to multiple parts of his body and he was killed. The causal factors were that employee #1 was not wearing a fall protection device that was appropriately secured and that the skylight was not guarded or protected.,falls,others,falls,正确,"The text might be classified as falls because the worker stumbled and fell from elevation due to a trip; it might also be classified as others because the unguarded skylight, which contributed to the fatal outcome, is a hazard not explicitly covered by other categories."
Employee Fell 18 Feet While Erecting A Steel Beam,On january 24 2002 employee #1 a connector fell approximately 18.5 feet during a steel erection process while trying to make connection. He was wearing the appropriate fall protection equipment but the equipment was not tied off at the time of the accident. He died at the scene.,falls,others,falls,正确,"The text might be classified as falls because the employee fell from elevation during steel erection, which aligns with slip/trip/fall incidents not caused by structural failure; it might also be classified as others because the fall resulted from procedural failure (untied fall protection equipment), which lacks a direct causal link to environmental or structural hazards covered by other categories."
Employee Falls From Scaffold  Injures Foot,On june 10 2008 employee #1 was working on a scaffold approximately 16 feet above the ground without adequate fall protection in a section of scaffolding where the midrails were missing. Employee #1 fell to the concrete sidewalk sustaining a serious foot injury.,falls,collapse of object,falls,正确,"The text might be classified as falls because the employee fell from elevation due to missing fall protection, emphasizing the outcome of falling; it might also be classified as collapse of object because the absence of midrails constitutes a structural failure of the scaffold, which is the first uncontrolled event that enabled the fall."
Worker Sustains Multiple Fractures In Fall From Ladder,On august 23 2013 employee #1 an electrician employed by an electrical contractor was installing lighting fixtures inside a three-story house under construction. He was in the process of wiring a ceiling light on top of a spiral stairwell. The light fixture was 9 feet above the third floor landing and approximately 42 feet above the bottom of the stairwell. Employee #1 was working from a 6-foot a-frame ladder that he had set up on the third floor next to the staircase railing. While standing on the ladder he had to reach out 3.5 feet from the staircase railing to access the ceiling light fixture. He lost his balance. Employee #1 fell approximately 36 feet to the bottom floor. Emergency services were called. Employee #1 was transported to the hospital where he was admitted and treated for body trauma including multiple fractures. He required hospitalization for three weeks. The employer reported this incident to cal/osha on august 23 2013. The subsequent investigation determined that employee #1 was regularly employed by the employer and was not a contract employee.,falls,collapse of object,falls,正确,"The text might be classified as falls because the worker lost balance and fell from the ladder, which aligns with slip/trip or elevation-related falls; it might also be classified as collapse of object if the ladder’s instability (e.g., improper setup or lack of structural support) is interpreted as a structural failure preceding the fall."
Employee Fractures Arm In Fall From Roof,At about 11:15 a.m. on february 6 2004 employee #1 was working alone on the roof of an existing 2-story private residence removing old gutters from the edge of the pitched roof. As he was extracting the last nail he fell from the edge of the roof to the ground. Employee #1 fractured his arm and was hospitalized.,falls,others,falls,正确,"The text might be classified as falls because the employee fell from a roof edge during routine work, fitting the definition of elevation-related falls; it might also be classified as others because the act of removing gutters (not inherently a slip/trip scenario) could imply an uncontrolled work process not explicitly tied to structural failure or environmental hazards."
Employee Is Killed When He Falls From Elevation Into Bay,"At approximately 1:45 p.m. on july 30 2004. an employee was vacuuming a platform measuring 30 feet by 30 feet located at the base of pier 30 on the richmond-san rafael bridge. The bridge was being seismically retrofitted. A nearby employee was lowering a 1 800 pound ""jacking frame"" from a height of 80 feet using an ingersoll-rand winch model hu serial no. 188. The winch manufacturer required the unit to be ""in gear"" for this operation. However the employee used the brake only. The load did not stop and crashed through the platform floor creating a hole approximately 10 feet by 5 feet. The employee on the platform fell into the hole and struck his head on the structural steel as he fell into the bay. The employee was killed.",falls,struck by falling object,falls,正确,"The text might be classified as falls because the employee fell through the hole created by the jacking frame crashing into the platform, resulting in a fatal fall from elevation; it might also be classified as struck by falling object because the first uncontrolled action was the **jacking frame falling** due to improper winch operation (brake-only use), which directly caused the platform’s structural failure and subsequent hole formation."
Employee Injured In Fall From Moving Scaffold,Employee #1 and a coworker were using a 5 to 6 ft tall rolling scaffold to remove duct work as part of an asbestos remediation project. The scaffold had to be moved occasionally and the workers had been instructed to remain seated during this procedure. At the time of the accident employee #1 decided to stand and to hang onto the duct work as the scaffold moved. When he finally let go he fell backward to the floor striking his head and sustaining a small laceration on his elbow from hitting a piece of metal. The scaffold had no guardrails.,falls,others,falls,正确,"The text might be classified as falls because the employee fell from an elevation during asbestos remediation work; it might also be classified as others because the absence of guardrails on the scaffold represents a procedural/safety failure not directly captured by other categories, aligning with ""others"" cases involving falls due to missing protective measures."
Employee Injured In Fall From Edge Of Roof,Employee #1 was operating a roof runner seaming machine on a 28 ft high roof. The operation required him to reach over the edge of the roof and roll the seaming machine out onto a wooden jig so it could start at the edge of the roof. Something slipped and employee #1 and the machine fell to the ground. He suffered several broken bones. Employee #1 was not wearing any type of fall arrest system nor was any other type of fall protection provided.,falls,struck by moving objects,falls,正确,"The text might be classified as falls because the employee fell from an elevation due to slipping, emphasizing the descent and lack of fall protection; it might also be classified as struck by moving objects because the seaming machine’s unintended movement (slipping) directly contributed to the fall, aligning with cases where machinery motion caused loss of balance or ejection."
Employee Injured In Fall When Support Beam Breaks,On july 27 2002 employee #1 and some coworkers were installing plywood decking and 2-in. By 6-in. Support beams as a working deck at a bridge site when one of the beams broke. Employee #1 fell 16 ft onto the pavement. Employee #1 sustained serious injuries and was hospitalized.,collapse of object,falls,falls,正确,"The text might be classified as collapse of object because the beam breaking constitutes structural failure (the first unintended action); it might also be classified as falls because the fall from elevation is the visible outcome, but ""falls"" excludes structural failure as a root cause, making ""collapse of object"" the correct label."
Employee Falls From Beam And Suffers Multiple Injuries,On june 13 2013 employee #1 was performing framing activities at a single family residence under construction. Employee #1 attempted to attach one beam to another by inserting a lag bolt into the wood with a right angle drill. The drill hung up in the wood resulting in employee #1 losing his balance and falling off of the beam to the ground below. Employee #1 was transported to a local hospital for evaluation. Employee #1 was then transferred to a larger hospital for treatment of a fractured neck broken ribs and cracked vertebrae. Employee #1 underwent surgery and was hospitalized for four days.,falls,others,falls,正确,"The text might be classified as falls because the employee lost balance and fell from elevation, resulting in injuries; it might also be classified as others because the first uncontrolled action was the drill malfunction (""hung up in the wood""), which does not align with other specific categories like structural failure, equipment strike, or environmental hazards."
Bricklayer Fell 19 Feet Down Unguarded Elevator Shaft,On december 19 2008 employee #1 a bricklayer working on a project that was renovating an old department store into condominiums fell 19-feet down an unguarded elevator shaft. At the time of the fall employee #1 was laying bricks to repair a sewer line.,falls,collapse of object,falls,正确,"The text might be classified as falls because the worker fell from elevation into an unguarded shaft, which aligns with slip/trip/fall incidents not involving structural failure; it might also be classified as collapse of object because the unguarded elevator shaft could imply a structural safety failure (e.g., missing guardrails as part of the structure), akin to a walkway collapse in the ""collapse of object"" samples."
Employee Falls From Metal Decking And Is Killed,At approximately 1:15 p.m. on july 29 2013 employee #1 an ironworker was installing a metal deck on a mezzanine. The height of the mezzanine was approximately 14.5 ft above the floor surface. The decking pieces were 36 in. By 36 in. And they were attached to the steel beams of the mezzanine. As he was adjusting the pieces the materials shifted and he fell from the elevated location. Employee #1 sustained traumatic injuries in the fall and died.,falls,collapse of object,falls,正确,"The text might be classified as falls because the worker fell from an elevated position during material adjustment without explicit structural failure; it might also be classified as collapse of object if the shifting decking is interpreted as a structural instability (e.g., improper attachment to beams) initiating the uncontrolled fall."
Fall From Beam,An employee fell 34 feet when the beam he was walking on tipped over as he was travelling to a work platform. Another employee was welding on the platform. The employee doing the welding was secured with a life line to the work platform. Employee #1 was getting material for the other employee to weld to a metal beam. Employee #1 climbed the ladder walked on the beam and handed the material to the welder. Employee #1 then started back to the work platform but the metal beam tipped over and he fell hitting a metal fan six feet from the ground and then the ground. Employee #1 received compress fractures of the vertebra and two broken toes.,collapse of object,falls,falls,正确,"The text might be classified as collapse of object because the beam tipping over could imply a structural failure or instability of the beam itself as a load-bearing element; it might also be classified as falls because the beam’s movement caused the victim to fall from elevation without explicit evidence of structural failure (e.g., the beam was not part of a collapsed structure but simply shifted due to improper balance or movement)."
Worker Falls Through Hole In Roof And Breaks Wrist And Rib,On june 20 2013 employee #1 a roofer employed by priority roofing solutions inc. was working on a roof repair at a commercial building. He was working at a height of 18 feet 1 inch pulling off dry rot plywood. When he removed the plywood he fell through the hole created. He fell onto the duct work below the roof and then through the ceiling which was 13 feet above the floor. Emergency services were called and employee #1 was transported to the hospital. He was admitted and treated for a left wrist fracture and a rib fracture. He was hospitalized for two days.,falls,collapse of object,falls,正确,"The text might be classified as falls because the worker fell from elevation after losing balance/foothold during roof repair; it might also be classified as collapse of object because the dry rot plywood removal created an unintended structural failure (hole), which functioned as a localized collapse of the roof surface he was working on."
Employee Killed In Fall From Bridge Under Construction,On september 10 2001 employee #1 was part of a crew installing sheet metal decking panels on a bridge under construction. Before installing the final panel the crew disconnected their lanyards from the harnesses they were wearing. With the final panel in position over the opening employee #1 was standing on it preparing to fasten it in place. One side of this panel slipped from its support brackets employee #1 fell through the opening about 56 feet to the ground and was killed. The crew assumed the metal panel would provide adequate fall protection however the panel had apparently been cut too small to fit in its support brackets.,falls,collapse of object,falls,正确,"The text might be classified as falls because the fatal outcome resulted from the victim falling 56 feet; it might also be classified as collapse of object because the first uncontrolled action was the sheet metal panel slipping from its support brackets (structural failure during installation), which directly precipitated the fall."
Employee Is Injured In Fall From Street Level Down Shaft,At approximately 11:38 a.m. on february10 2011 employee # 1 was working for leonard's roofing as a roofer assigned to the tar kettle. Employee # 1 was directing a truck onto the construction site near the tar kettle so that leonard martinez could go and pick up asphalt needed for the job. He apparently moved the unsecured and illegibly marked wooden cover to an hvac shaft and fell approximately 24 feet down to level p-2. Employee # 1 sustained a serious head injury multiple fractures and possible internal injuries. Employee # 1 was transported to ucla medical center westwood where he underwent three surgeries for a fractured skull and other fractures and was hospitalized for approximately one month. The accident was reported to dosh by the los angeles city fire department on february 10 2011.,falls,others,falls,正确,"The text might be classified as falls because the employee fell from elevation after moving the unsecured cover; it might also be classified as others because the fall was directly caused by an uncontrolled hazard (unsecured, illegibly marked cover) not explicitly tied to structural failure, machinery, or environmental factors covered by other categories."
Employee Killed In Backward Fall Off Roof,On september 6 2000 employee #1 was using a chalk line to mark outside the warning line system of a low-sloped roof when he fell off backward approximately 25 ft onto a blacktop road. He was killed. At the time of the accident the safety monitor was on another section of the roof.,falls,others,falls,正确,"The text might be classified as falls because the employee fell from an elevation due to working outside the warning line system, aligning with slip/trip or unprotected fall scenarios; it might also be classified as others because the absence of a safety monitor (a procedural failure) directly enabled the uncontrolled fall, resembling cases where systemic safety violations, rather than the fall itself, define the accident."
Worker Sustains Concussion In Arrested Fall,On june 20 2013 employee #1 of associated cement contractors inc. was engaged in forming work as part of the construction of a new parking structure. He was working on the sixth floor when he slipped and fell to the concrete form. He hit the edge of the form and then bounced and hit the support for the scaffold. His retractable fall arrest device locked and arrested his fall. He was suspended just above the fifth floor. Emergency services were called. Employee #1 was rescued and transported to the hospital. He was admitted and treated for a concussion.,falls,others,falls,正确,"The text might be classified as falls because the worker slipped and fell from an elevation, which aligns with slip/trip incidents; it might also be classified as others because the injury resulted from impacts with stationary objects during the fall, and the involvement of the fall arrest system introduces ambiguity about whether the event is purely a ""fall"" or a complex sequence involving equipment interaction."
Employee Fall From Roof,On march 2 2004 at approximately 1220 hours the cal/ osha oakland district office employee #1 a carpenter 47 years old was bolting a beam to a concrete wall on the ground floor of a two-story building under construction. Instead of fully opening the ladder he partially opened it and propped it against the concrete floor with employee #1 falling down with it as a result he sustained closed pelvis pubis and sacral fractures. Employee #1 was hospitalized for about 25 hours for medical examination and observation.,falls,collapse of object,falls,正确,"The text might be classified as falls because the worker fell from an elevation due to the ladder collapsing; it might also be classified as collapse of object because the ladder’s improper setup (partially opened and propped) constitutes a structural-like failure of the equipment, initiating the uncontrolled collapse."
Employee Killed In Fall Through Roof Opening,On october 30 2007 employee #1 was repairing the sheet metal on a low-sloped roof. He removed a sheet metal panel and accidentally stepped into the opening falling approximately 28 ft to the floor of the building. Employee #1 was killed.,falls,others,falls,正确,"The text might be classified as falls because the employee fell from an elevation through an opening, which aligns with the definition of falls involving elevation not due to structural failure; it might also be classified as others because the fall resulted from an unguarded opening created during active work, a scenario that could be interpreted as a procedural or environmental hazard distinct from typical slips/trips."
Employee Falls Into Trench And Is Injured,At approximately 10:41 a.m. on november 5 2013 employee #1 and a coworker were uncovering a trench which had water pipes laid into the trench. The trench was about 6 ft deep 7 ft wide and 12 ft long covered by three heavy metal plates. Both employees were using a mobile crane mounted on a truck to lift the metal plates one by one. However after lifting up the first metal plate the employees realized that load was not as stable as it should be. Therefore the coworker told employee #1 to extend the outriggers of the crane and set up wood cribbing underneath the footing of the outriggers because the crane-truck was parked on a slightly sloped area. Employee #1 had his back towards the open trench while he was sitting on the ground and was setting up the cribbing. Employee # 1 was about 4.5 ft away from the open trench while cribbing. As he finished the cribbing and got up he forgot about the open trench behind him and took two to three steps backwards falling into the trench. He struck his back on a valve attached to the water pipes which were about 3 ft high above the trench surface. Employee #1 suffered serious injuries to his spine and he was hospitalized for approximately three days at a medical center.,struck by moving objects,falls,falls,正确,"The text might be classified as struck by moving objects because the employee struck a stationary valve after falling, which could be misinterpreted as being struck by an object in motion; it might also be classified as falls because the primary uncontrolled action was the backward movement into the trench, with the valve impact being a secondary consequence of the fall."
Roofer Falls 40 Feet And Dies While Wearing Ppe,On february 17 2009 employee #1 a 51-year-old male construction worker with heldreth construction was working approximately forty-feet above the ground installing roof decking. Employee #1 was using a harness and retractable lanyard attached to a roof anchor when he fell. The force of the fall pulled the anchor away from the decking to which it was attached allowing the employee to fall. Employee #1 was killed in the fall.,falls,collapse of object,falls,正确,"The text might be classified as falls because the worker fell from elevation due to a failed safety harness system (outcome); it might also be classified as collapse of object because the roof anchor’s detachment could imply structural failure of the decking (first uncontrolled action), akin to samples where weakened structures (e.g., dry rot decking) collapsed and caused falls."
